author,year,doi,incl_author,incl_year,country,continent,region,diabetes,criteria,instrument,n_total,n_diabet,n_control,prev_diabet,prev_control,quality
"Pashaki, M. S. and Mezel, J. A. and Mokhtari, Z. and Gheshlagh, R. G. and Hesabi, P. S. and Nematifard, T. and Khaki, S.",2019,10.1111/dme.14058,Khamseh [32],2011,Iran (Islamic Republic of),Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,CES-D,185,185,,0.616,,Medium
"Pashaki, M. S. and Mezel, J. A. and Mokhtari, Z. and Gheshlagh, R. G. and Hesabi, P. S. and Nematifard, T. and Khaki, S.",2019,10.1111/dme.14059,Yekta [34],2010,Iran (Islamic Republic of),Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,BDI,167,167,,0.434,,Medium
"Pashaki, M. S. and Mezel, J. A. and Mokhtari, Z. and Gheshlagh, R. G. and Hesabi, P. S. and Nematifard, T. and Khaki, S.",2019,10.1111/dme.14060,"Kasiri Dolat 
abadi [35]",2010,Iran (Islamic Republic of),Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,BDI,383,383,,0.72,,Medium
"Pashaki, M. S. and Mezel, J. A. and Mokhtari, Z. and Gheshlagh, R. G. and Hesabi, P. S. and Nematifard, T. and Khaki, S.",2019,10.1111/dme.14061,Nikbakht [36],2009,Iran (Islamic Republic of),Asia,Eastern Mediterranean Region,T1DM & T2DM,Not Assisted by Clinician,BDI,100,100,,0.5,,Medium
"Pashaki, M. S. and Mezel, J. A. and Mokhtari, Z. and Gheshlagh, R. G. and Hesabi, P. S. and Nematifard, T. and Khaki, S.",2019,10.1111/dme.14062,Mazloomy [37],2008,Iran (Islamic Republic of),Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,BDI,100,100,,0.64,,Medium
"Pashaki, M. S. and Mezel, J. A. and Mokhtari, Z. and Gheshlagh, R. G. and Hesabi, P. S. and Nematifard, T. and Khaki, S.",2019,10.1111/dme.14063,MoUnited State of Americavi [38],2008,Iran (Islamic Republic of),Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,BDI,100,100,,0.78,,Medium
"Pashaki, M. S. and Mezel, J. A. and Mokhtari, Z. and Gheshlagh, R. G. and Hesabi, P. S. and Nematifard, T. and Khaki, S.",2019,10.1111/dme.14064,Mahmodi [39],2008,Iran (Islamic Republic of),Asia,Eastern Mediterranean Region,T1DM & T2DM,Not Assisted by Clinician,BDI,227,227,,0.77,,Medium
"Pashaki, M. S. and Mezel, J. A. and Mokhtari, Z. and Gheshlagh, R. G. and Hesabi, P. S. and Nematifard, T. and Khaki, S.",2019,10.1111/dme.14065,Salehi [40],2007,Iran (Islamic Republic of),Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,"HADS 
D",134,134,,0.11,,Medium
"Pashaki, M. S. and Mezel, J. A. and Mokhtari, Z. and Gheshlagh, R. G. and Hesabi, P. S. and Nematifard, T. and Khaki, S.",2019,10.1111/dme.14066,Nejati Safa [41],2007,Iran (Islamic Republic of),Asia,Eastern Mediterranean Region,T1DM & T2DM,Not Assisted by Clinician,"HADS 
D",100,100,,0.28,,Medium
"Pashaki, M. S. and Mezel, J. A. and Mokhtari, Z. and Gheshlagh, R. G. and Hesabi, P. S. and Nematifard, T. and Khaki, S.",2019,10.1111/dme.14067,Khamseh[42],2007,Iran (Islamic Republic of),Asia,Eastern Mediterranean Region,T1DM & T2DM,Not Assisted by Clinician,BDI,206,206,,0.718,,Medium
"Pashaki, M. S. and Mezel, J. A. and Mokhtari, Z. and Gheshlagh, R. G. and Hesabi, P. S. and Nematifard, T. and Khaki, S.",2019,10.1111/dme.14068,Ranjbar [43],2007,Iran (Islamic Republic of),Asia,Eastern Mediterranean Region,T1DM & T2DM,Not Assisted by Clinician,BDI,100,100,,0.714,,Medium
"Pashaki, M. S. and Mezel, J. A. and Mokhtari, Z. and Gheshlagh, R. G. and Hesabi, P. S. and Nematifard, T. and Khaki, S.",2019,10.1111/dme.14069,Shamsaei [44],2006,Iran (Islamic Republic of),Asia,Eastern Mediterranean Region,T1DM & T2DM,Not Assisted by Clinician,BDI,384,384,,0.722,,Medium
"Pashaki, M. S. and Mezel, J. A. and Mokhtari, Z. and Gheshlagh, R. G. and Hesabi, P. S. and Nematifard, T. and Khaki, S.",2019,10.1111/dme.14070,Noroozinejad [45],2006,Iran (Islamic Republic of),Asia,Eastern Mediterranean Region,T1DM & T2DM,Not Assisted by Clinician,BDI,309,309,,0.722,,Medium
"Pashaki, M. S. and Mezel, J. A. and Mokhtari, Z. and Gheshlagh, R. G. and Hesabi, P. S. and Nematifard, T. and Khaki, S.",2019,10.1111/dme.14071,Behnam [46],2005,Iran (Islamic Republic of),Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,BDI,450,450,,0.716,,Medium
"Pashaki, M. S. and Mezel, J. A. and Mokhtari, Z. and Gheshlagh, R. G. and Hesabi, P. S. and Nematifard, T. and Khaki, S.",2019,10.1111/dme.14072,Larijani [47],2003,Iran (Islamic Republic of),Asia,Eastern Mediterranean Region,T1DM & T2DM,Not Assisted by Clinician,BDI,375,375,,0.318,,Medium
"Pashaki, M. S. and Mezel, J. A. and Mokhtari, Z. and Gheshlagh, R. G. and Hesabi, P. S. and Nematifard, T. and Khaki, S.",2019,10.1111/dme.14073,Sepehrmanesh [48],2003,Iran (Islamic Republic of),Asia,Eastern Mediterranean Region,T1DM & T2DM,Not Assisted by Clinician,BDI,300,300,,0.533,,Medium
"Pashaki, M. S. and Mezel, J. A. and Mokhtari, Z. and Gheshlagh, R. G. and Hesabi, P. S. and Nematifard, T. and Khaki, S.",2019,10.1111/dme.14074,Rahnama [49],2002,Iran (Islamic Republic of),Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,BDI,96,96,,0.7,,Medium
"Pashaki, M. S. and Mezel, J. A. and Mokhtari, Z. and Gheshlagh, R. G. and Hesabi, P. S. and Nematifard, T. and Khaki, S.",2019,10.1111/dme.14075,Taziki [50],2001,Iran (Islamic Republic of),Asia,Eastern Mediterranean Region,T1DM & T2DM,Not Assisted by Clinician,BDI,150,150,,0.34,,Medium
"Pashaki, M. S. and Mezel, J. A. and Mokhtari, Z. and Gheshlagh, R. G. and Hesabi, P. S. and Nematifard, T. and Khaki, S.",2019,10.1111/dme.14076,"Abdollahyan 
[16]",2000,Iran (Islamic Republic of),Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,SCL-90,100,100,,0.87,,Medium
"Wang, F. and Wang, S. and Zong, Q. Q. and Zhang, Q. and Ng, C. H. and Ungvari, G. S. and Xiang, Y. T.",2019,10.7189/jogh.09.020417,Eaton et al.,1996,United State of America,North America,Region of the Americas,T2DM,Assisted by Clinician,DSM-III,1748,148,1600,0.061,0.053,High
"Wang, F. and Wang, S. and Zong, Q. Q. and Zhang, Q. and Ng, C. H. and Ungvari, G. S. and Xiang, Y. T.",2019,10.7189/jogh.09.020418,Egede et al.,2003,United State of America,North America,Region of the Americas,T2DM,Assisted by Clinician,DSM-IV,1810,1810,,0.097,,High
"Wang, F. and Wang, S. and Zong, Q. Q. and Zhang, Q. and Ng, C. H. and Ungvari, G. S. and Xiang, Y. T.",2019,10.7189/jogh.09.020419,Saeed et al.,2003,Iraq,Asia,Eastern Mediterranean Region,T2DM,Assisted by Clinician,DSM-IV,220,110,110,0.518,0.182,High
"Wang, F. and Wang, S. and Zong, Q. Q. and Zhang, Q. and Ng, C. H. and Ungvari, G. S. and Xiang, Y. T.",2019,10.7189/jogh.09.020420,Thomas et al.,2003,United State of America,North America,Region of the Americas,T2DM,Assisted by Clinician,DSM-IV,162,104,58,0.106,0.069,High
"Wang, F. and Wang, S. and Zong, Q. Q. and Zhang, Q. and Ng, C. H. and Ungvari, G. S. and Xiang, Y. T.",2019,10.7189/jogh.09.020421,Larijani et al.,2004,Iran (Islamic Republic of),Asia,Eastern Mediterranean Region,T2DM,Assisted by Clinician,DSM-IV,375,375,,0.237,,High
"Wang, F. and Wang, S. and Zong, Q. Q. and Zhang, Q. and Ng, C. H. and Ungvari, G. S. and Xiang, Y. T.",2019,10.7189/jogh.09.020422,Moreira et al.,2007,Brazil,South America,Region of the Americas,T2DM,Assisted by Clinician,DSM-IV,65,65,,0.077,,High
"Wang, F. and Wang, S. and Zong, Q. Q. and Zhang, Q. and Ng, C. H. and Ungvari, G. S. and Xiang, Y. T.",2019,10.7189/jogh.09.020423,Fisher et al.,2007,United State of America,North America,Region of the Americas,T2DM,Assisted by Clinician,DSM-IV,506,506,,0.099,,High
"Wang, F. and Wang, S. and Zong, Q. Q. and Zhang, Q. and Ng, C. H. and Ungvari, G. S. and Xiang, Y. T.",2019,10.7189/jogh.09.020424,Aarts et al.,2009,Netherlands,Europe,European Region,T2DM,Assisted by Clinician,ICD-9,24556,6140,18416,0.02,0.016,High
"Wang, F. and Wang, S. and Zong, Q. Q. and Zhang, Q. and Ng, C. H. and Ungvari, G. S. and Xiang, Y. T.",2019,10.7189/jogh.09.020425,Agbir et al.,2010,Nigeria,Africa,African Region,T2DM,Assisted by Clinician,DSM-IV,160,160,,0.194,,High
"Wang, F. and Wang, S. and Zong, Q. Q. and Zhang, Q. and Ng, C. H. and Ungvari, G. S. and Xiang, Y. T.",2019,10.7189/jogh.09.020426,Dirmaier et al.,2010,Germany,Europe,European Region,T2DM,Assisted by Clinician,ICD-9,866,866,,0.118,,High
"Wang, F. and Wang, S. and Zong, Q. Q. and Zhang, Q. and Ng, C. H. and Ungvari, G. S. and Xiang, Y. T.",2019,10.7189/jogh.09.020427,Bajaj et al.,2012,India,Asia,South-East Asian Region,T2DM,Assisted by Clinician,DSM-IV,120,60,60,0.433,0.133,High
"Wang, F. and Wang, S. and Zong, Q. Q. and Zhang, Q. and Ng, C. H. and Ungvari, G. S. and Xiang, Y. T.",2019,10.7189/jogh.09.020428,Alvarez et al.,2013,Italy,Europe,European Region,T2DM,Assisted by Clinician,DSM-IV,61,61,,0.344,,High
"Wang, F. and Wang, S. and Zong, Q. Q. and Zhang, Q. and Ng, C. H. and Ungvari, G. S. and Xiang, Y. T.",2019,10.7189/jogh.09.020429,Badawi et al.,2013,Canada,North America,Region of the Americas,T2DM,Assisted by Clinician,DSM–IV,1265,1265,,0.503,,High
"Wang, F. and Wang, S. and Zong, Q. Q. and Zhang, Q. and Ng, C. H. and Ungvari, G. S. and Xiang, Y. T.",2019,10.7189/jogh.09.020430,Baradaran et al.,2013,Iran (Islamic Republic of),Asia,Eastern Mediterranean Region,T2DM,Assisted by Clinician,DSM-IV,185,185,,0.432,,High
"Wang, F. and Wang, S. and Zong, Q. Q. and Zhang, Q. and Ng, C. H. and Ungvari, G. S. and Xiang, Y. T.",2019,10.7189/jogh.09.020431,Coleman et al.,2013,United State of America,North America,Region of the Americas,T2DM,Assisted by Clinician,DSM-IV,4128,4128,,0.12,,High
"Wang, F. and Wang, S. and Zong, Q. Q. and Zhang, Q. and Ng, C. H. and Ungvari, G. S. and Xiang, Y. T.",2019,10.7189/jogh.09.020432,Das et al.,2013,India,Asia,South-East Asian Region,T2DM,Assisted by Clinician,DSM-IV,195,195,,0.462,,High
"Wang, F. and Wang, S. and Zong, Q. Q. and Zhang, Q. and Ng, C. H. and Ungvari, G. S. and Xiang, Y. T.",2019,10.7189/jogh.09.020433,MezUnited Kingdom et al.,2013,China,Asia,Western Pacific Region,T2DM,Assisted by Clinician,DSM-IV,494020,15981,478039,0.009,0.006,High
"Wang, F. and Wang, S. and Zong, Q. Q. and Zhang, Q. and Ng, C. H. and Ungvari, G. S. and Xiang, Y. T.",2019,10.7189/jogh.09.020434,Abuhegazy et al.,2014,Saudi Arabia,Asia,Eastern Mediterranean Region,T2DM,Assisted by Clinician,DSM-IV,172,172,,0.163,,High
"Wang, F. and Wang, S. and Zong, Q. Q. and Zhang, Q. and Ng, C. H. and Ungvari, G. S. and Xiang, Y. T.",2019,10.7189/jogh.09.020435,Musselman et al.,2014,United State of America,North America,Region of the Americas,T2DM,Assisted by Clinician,DSM-IV,172,172,,0.19,,High
"Wang, F. and Wang, S. and Zong, Q. Q. and Zhang, Q. and Ng, C. H. and Ungvari, G. S. and Xiang, Y. T.",2019,10.7189/jogh.09.020436,Akena et al.,2015,Uganda,Africa,African Region,T2DM,Assisted by Clinician,DSM-IV,437,437,,0.348,,High
"Wang, F. and Wang, S. and Zong, Q. Q. and Zhang, Q. and Ng, C. H. and Ungvari, G. S. and Xiang, Y. T.",2019,10.7189/jogh.09.020437,Bruce et al.,2016,Australia,Australia,Western Pacific Region,T2DM,Assisted by Clinician,DSM-IV,368,184,184,0.06,0.005,High
"Wang, F. and Wang, S. and Zong, Q. Q. and Zhang, Q. and Ng, C. H. and Ungvari, G. S. and Xiang, Y. T.",2019,10.7189/jogh.09.020438,Van Dooren et al.,2016,Netherlands,Europe,European Region,T2DM,Assisted by Clinician,DSM-IV,862,253,609,0.088,0.055,High
"Wang, F. and Wang, S. and Zong, Q. Q. and Zhang, Q. and Ng, C. H. and Ungvari, G. S. and Xiang, Y. T.",2019,10.7189/jogh.09.020439,Mushtaque et al.,2016,India,Asia,South-East Asian Region,T2DM,Assisted by Clinician,DSM-V,80,80,,0.388,,High
"Wang, F. and Wang, S. and Zong, Q. Q. and Zhang, Q. and Ng, C. H. and Ungvari, G. S. and Xiang, Y. T.",2019,10.7189/jogh.09.020440,Golden et al.,2017,United State of America,North America,Region of the Americas,T2DM,Assisted by Clinician,DSM-IV,103,103,,0.087,,High
"Wang, F. and Wang, S. and Zong, Q. Q. and Zhang, Q. and Ng, C. H. and Ungvari, G. S. and Xiang, Y. T.",2019,10.7189/jogh.09.020441,Clarke et al.,2017,United Kingdom,Europe,European Region,T2DM,Assisted by Clinician,DSM-IV,23497,915,22582,0.142,0.114,High
"Wang, F. and Wang, S. and Zong, Q. Q. and Zhang, Q. and Ng, C. H. and Ungvari, G. S. and Xiang, Y. T.",2019,10.7189/jogh.09.020442,Huang et al.,2017,Taiwan (Province of China),Asia,Western Pacific Region,T2DM,Assisted by Clinician,ICD-9,778123,62367,715756,0.013,0.007,High
"Ikakusumawati, N. D. and Kristina, S. A. and Widayanti, A. W.",2021,10.1016/j.psyneuen.2021.105448,Chew et al,2016,Malaysia,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,PHQ-9,700,700,,0.3329,,Medium
"Ikakusumawati, N. D. and Kristina, S. A. and Widayanti, A. W.",2021,10.1016/j.psyneuen.2021.105449,Ganasegeran et al.,2014,Malaysia,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,HADS,169,169,,0.314,,Medium
"Ikakusumawati, N. D. and Kristina, S. A. and Widayanti, A. W.",2021,10.1016/j.psyneuen.2021.105450,Kaur et al.,2013,Malaysia,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,DASS,2508,2508,,0.115,,Medium
"Ikakusumawati, N. D. and Kristina, S. A. and Widayanti, A. W.",2021,10.1016/j.psyneuen.2021.105451,Larasati and Kristina,2020,Indonesia,Asia,South-East Asian Region,T2DM,Not Assisted by Clinician,PHQ-9,475,475,,0.2758,,Medium
"Ikakusumawati, N. D. and Kristina, S. A. and Widayanti, A. W.",2021,10.1016/j.psyneuen.2021.105452,Nuengjaknak and  Suppapitipo RN,2019,Thailand,Asia,South-East Asian Region,T2DM,Not Assisted by Clinician,HADS,355,355,,0.208,,Medium
"Ikakusumawati, N. D. and Kristina, S. A. and Widayanti, A. W.",2021,10.1016/j.psyneuen.2021.105453,Nguyen et  al.,2018,Viet Nam,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,GDS,412,412,,0.794,,Medium
"Ikakusumawati, N. D. and Kristina, S. A. and Widayanti, A. W.",2021,10.1016/j.psyneuen.2021.105454,Subramaniam et al,2017,Singapore,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,AGECAT,2556,2556,,0.038,,Medium
"Ikakusumawati, N. D. and Kristina, S. A. and Widayanti, A. W.",2021,10.1016/j.psyneuen.2021.105455,Veerabenjapol et al,2010,Thailand,Asia,South-East Asian Region,T2DM,Not Assisted by Clinician,PHQ,385,385,,0.158,,Medium
"Ikakusumawati, N. D. and Kristina, S. A. and Widayanti, A. W.",2021,10.1016/j.psyneuen.2021.105456,Verma et al,2010,Singapore,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,CES-D,537,537,,0.311,,Medium
"Ogunsakin, R. E. and Olugbara, O. O. and Moyo, S. and Israel, C.",2021,10.1177/1359105319876326,Akema et al.,2015,Nigeria,Africa,African Region,T2DM,Not Assisted by Clinician,,437,437,,0.348,,Medium
"Ogunsakin, R. E. and Olugbara, O. O. and Moyo, S. and Israel, C.",2021,10.1177/1359105319876327,Agbir et al.,2010,Nigeria,Africa,African Region,T2DM,Not Assisted by Clinician,DSM-IV,60,60,,0.194,,Medium
"Ogunsakin, R. E. and Olugbara, O. O. and Moyo, S. and Israel, C.",2021,10.1177/1359105319876328,Camara et al.,2015,Nigeria,Africa,African Region,T2DM,Not Assisted by Clinician,HADS,491,491,,0.344,,Medium
"Ogunsakin, R. E. and Olugbara, O. O. and Moyo, S. and Israel, C.",2021,10.1177/1359105319876329,Akpalu et al.,2018,Nigeria,Africa,African Region,T2DM,Not Assisted by Clinician,PHQ-9,400,400,,0.313,,Medium
"Ogunsakin, R. E. and Olugbara, O. O. and Moyo, S. and Israel, C.",2021,10.1177/1359105319876330,Ellouze et al.,2017,Nigeria,Africa,African Region,T2DM,Not Assisted by Clinician,MAS,100,100,,0.38,,Medium
"Ogunsakin, R. E. and Olugbara, O. O. and Moyo, S. and Israel, C.",2021,10.1177/1359105319876331,Igwe et al.,2013,Nigeria,Africa,African Region,T2DM,Not Assisted by Clinician,MINI,540,540,,0.278,,Medium
"Ogunsakin, R. E. and Olugbara, O. O. and Moyo, S. and Israel, C.",2021,10.1177/1359105319876332,Khan et al.,2019,Nigeria,Africa,African Region,T2DM,Not Assisted by Clinician,PHQ-9,353,353,,0.87,,Medium
"Ogunsakin, R. E. and Olugbara, O. O. and Moyo, S. and Israel, C.",2021,10.1177/1359105319876333,Habtewold et al.,2016,Nigeria,Africa,African Region,T2DM,Not Assisted by Clinician,PHQ-9,276,276,,0.447,,Medium
"Ogunsakin, R. E. and Olugbara, O. O. and Moyo, S. and Israel, C.",2021,10.1177/1359105319876334,Ramikisson et al.,2016,Nigeria,Africa,African Region,T2DM,Not Assisted by Clinician,PHQ-9,401,401,,0.78,,Medium
"Ogunsakin, R. E. and Olugbara, O. O. and Moyo, S. and Israel, C.",2021,10.1177/1359105319876335,Shirey et al.,2015,Nigeria,Africa,African Region,T2DM,Not Assisted by Clinician,PHQ-9,253,253,,0.209,,Medium
"Ogunsakin, R. E. and Olugbara, O. O. and Moyo, S. and Israel, C.",2021,10.1177/1359105319876336,Elaaty et al.,2019,Nigeria,Africa,African Region,T2DM,Not Assisted by Clinician,HADS,400,400,,0.76,,Medium
"Ogunsakin, R. E. and Olugbara, O. O. and Moyo, S. and Israel, C.",2021,10.1177/1359105319876337,Engidaw et al.,2020,Nigeria,Africa,African Region,T2DM,Not Assisted by Clinician,PHQ-9,403,403,,0.412,,Medium
"Ogunsakin, R. E. and Olugbara, O. O. and Moyo, S. and Israel, C.",2021,10.1177/1359105319876338,Domingo et al.,2015,Nigeria,Africa,African Region,T2DM,Not Assisted by Clinician,KPDS,388,388,,0.155,,Medium
"Ogunsakin, R. E. and Olugbara, O. O. and Moyo, S. and Israel, C.",2021,10.1177/1359105319876339,Erkie et al.,2013,Nigeria,Africa,African Region,T2DM,Not Assisted by Clinician,HDRS,313,313,,0.61,,Medium
"Ogunsakin, R. E. and Olugbara, O. O. and Moyo, S. and Israel, C.",2021,10.1177/1359105319876340,Jansen et al.,2018,Nigeria,Africa,African Region,T2DM,Not Assisted by Clinician,PHQ-9,176,176,,0.466,,Medium
"Ogunsakin, R. E. and Olugbara, O. O. and Moyo, S. and Israel, C.",2021,10.1177/1359105319876341,Dejene et al.,2014,Nigeria,Africa,African Region,T2DM,Not Assisted by Clinician,PHQ-9,335,335,,0.436,,Medium
"Ogunsakin, R. E. and Olugbara, O. O. and Moyo, S. and Israel, C.",2021,10.1177/1359105319876342,Gebre et al.,2020,Nigeria,Africa,African Region,T2DM,Not Assisted by Clinician,PHQ-9,260,260,,0.415,,Medium
"Ogunsakin, R. E. and Olugbara, O. O. and Moyo, S. and Israel, C.",2021,10.1177/1359105319876343,Mossie et al.,2017,Nigeria,Africa,African Region,T2DM,Not Assisted by Clinician,BDI,264,264,,0.17,,Medium
"Ogunsakin, R. E. and Olugbara, O. O. and Moyo, S. and Israel, C.",2021,10.1177/1359105319876344,Udedi et al.,2019,Nigeria,Africa,African Region,T2DM,Not Assisted by Clinician,PHQ-9,323,323,,0.41,,Medium
"Ogunsakin, R. E. and Olugbara, O. O. and Moyo, S. and Israel, C.",2021,10.1177/1359105319876345,Manoudi et al.,2012,Nigeria,Africa,African Region,T2DM,Not Assisted by Clinician,MINI,187,187,,0.412,,Medium
"Farooqi, A. and Gillies, C. and Sathanapally, H. and Abner, S. and Seidu, S. and Davies, M. J. and Polonsky, W. H. and Khunti, K.",2022,10.1016/j.pcd.2021.11.001,Engum et al.,2005,Norway,Europe,European Region,T2DM,Not Assisted by Clinician,HADS,60287,958,59329,0.19,0.11,Medium
"Farooqi, A. and Gillies, C. and Sathanapally, H. and Abner, S. and Seidu, S. and Davies, M. J. and Polonsky, W. H. and Khunti, K.",2022,10.1016/j.pcd.2021.11.002,Khamseh et al.,2007,Iran (Islamic Republic of),Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,BDI,375,206,169,0.66,0.61,Medium
"Farooqi, A. and Gillies, C. and Sathanapally, H. and Abner, S. and Seidu, S. and Davies, M. J. and Polonsky, W. H. and Khunti, K.",2022,10.1016/j.pcd.2021.11.003,Robinson et al.,1988,United Kingdom,Europe,European Region,T2DM,Assisted by Clinician,PSE,200,70,130,0.08,0.08,Medium
"Farooqi, A. and Gillies, C. and Sathanapally, H. and Abner, S. and Seidu, S. and Davies, M. J. and Polonsky, W. H. and Khunti, K.",2022,10.1016/j.pcd.2021.11.004,Aarts et al.,2009,Netherlands,Europe,European Region,T2DM,Assisted by Clinician,Interview,24556,6140,18416,0.02,0.02,Medium
"Farooqi, A. and Gillies, C. and Sathanapally, H. and Abner, S. and Seidu, S. and Davies, M. J. and Polonsky, W. H. and Khunti, K.",2022,10.1016/j.pcd.2021.11.005,Abdulai et al.,2020,China,Asia,Western Pacific Region,T2DM,Assisted by Clinician,PHQ-9,26187,1137,25050,0.07,0.06,Medium
"Farooqi, A. and Gillies, C. and Sathanapally, H. and Abner, S. and Seidu, S. and Davies, M. J. and Polonsky, W. H. and Khunti, K.",2022,10.1016/j.pcd.2021.11.006,Amato et al.,1996,Italy,Europe,European Region,T2DM,Not Assisted by Clinician,GDS,1339,197,1142,0.14,0.09,Medium
"Farooqi, A. and Gillies, C. and Sathanapally, H. and Abner, S. and Seidu, S. and Davies, M. J. and Polonsky, W. H. and Khunti, K.",2022,10.1016/j.pcd.2021.11.007,Bajaj et al.,2012,India,Asia,South-East Asian Region,T2DM,Assisted by Clinician,BDI,120,60,60,0.43,0.13,Medium
"Farooqi, A. and Gillies, C. and Sathanapally, H. and Abner, S. and Seidu, S. and Davies, M. J. and Polonsky, W. H. and Khunti, K.",2022,10.1016/j.pcd.2021.11.008,Black et al.,1999,United State of America,North America,Region of the Americas,T2DM,Not Assisted by Clinician,CES-D,2832,636,2196,0.31,0.24,Medium
"Farooqi, A. and Gillies, C. and Sathanapally, H. and Abner, S. and Seidu, S. and Davies, M. J. and Polonsky, W. H. and Khunti, K.",2022,10.1016/j.pcd.2021.11.009,Brown et al.,2006,Canada,North America,Region of the Americas,T2DM,Assisted by Clinician,ICD-9,92677,33257,59420,0.03,0.03,Medium
"Farooqi, A. and Gillies, C. and Sathanapally, H. and Abner, S. and Seidu, S. and Davies, M. J. and Polonsky, W. H. and Khunti, K.",2022,10.1016/j.pcd.2021.11.010,Bruce et al.,2016,Australia,Australia,Western Pacific Region,T2DM,Assisted by Clinician,PHQ-9,368,184,184,0.13,0.04,Medium
"Farooqi, A. and Gillies, C. and Sathanapally, H. and Abner, S. and Seidu, S. and Davies, M. J. and Polonsky, W. H. and Khunti, K.",2022,10.1016/j.pcd.2021.11.011,Chen et al.,2013,Taiwan (Province of China),Asia,Western Pacific Region,T2DM,Assisted by Clinician,ICD-9,33914,16957,16957,0.04,0.03,Medium
"Farooqi, A. and Gillies, C. and Sathanapally, H. and Abner, S. and Seidu, S. and Davies, M. J. and Polonsky, W. H. and Khunti, K.",2022,10.1016/j.pcd.2021.11.012,Clarke et al.,2017,United Kingdom,Europe,European Region,T2DM,Assisted by Clinician,Interview,23497,915,22582,0.14,0.11,Medium
"Farooqi, A. and Gillies, C. and Sathanapally, H. and Abner, S. and Seidu, S. and Davies, M. J. and Polonsky, W. H. and Khunti, K.",2022,10.1016/j.pcd.2021.11.013,de Jonge et al.,2006,Spain,Europe,European Region,T2DM,Assisted by Clinician,Medical history,4757,597,4160,0.15,0.11,Medium
"Farooqi, A. and Gillies, C. and Sathanapally, H. and Abner, S. and Seidu, S. and Davies, M. J. and Polonsky, W. H. and Khunti, K.",2022,10.1016/j.pcd.2021.11.014,Degmecić et al.,2014,Croatia,Europe,European Region,T2DM,Assisted by Clinician,HAM-D,108,66,42,0.44,0.24,Medium
"Farooqi, A. and Gillies, C. and Sathanapally, H. and Abner, S. and Seidu, S. and Davies, M. J. and Polonsky, W. H. and Khunti, K.",2022,10.1016/j.pcd.2021.11.015,Eaton et al.,1996,United State of America,North America,Region of the Americas,T2DM,Not Assisted by Clinician,DIS,1748,148,1600,0.06,0.05,Medium
"Farooqi, A. and Gillies, C. and Sathanapally, H. and Abner, S. and Seidu, S. and Davies, M. J. and Polonsky, W. H. and Khunti, K.",2022,10.1016/j.pcd.2021.11.016,Foran et al.,2015,Ireland,Europe,European Region,T2DM,Not Assisted by Clinician,HADS,566,283,283,0.22,0.16,Medium
"Farooqi, A. and Gillies, C. and Sathanapally, H. and Abner, S. and Seidu, S. and Davies, M. J. and Polonsky, W. H. and Khunti, K.",2022,10.1016/j.pcd.2021.11.017,Golden et al.,2008,United State of America,North America,Region of the Americas,T2DM,Not Assisted by Clinician,CES-D,3488,620,2868,0.12,0.12,Medium
"Farooqi, A. and Gillies, C. and Sathanapally, H. and Abner, S. and Seidu, S. and Davies, M. J. and Polonsky, W. H. and Khunti, K.",2022,10.1016/j.pcd.2021.11.018,Gregg et al.,2000,United State of America,North America,Region of the Americas,T2DM,Not Assisted by Clinician,GDS,9679,682,8997,0.08,0.04,Medium
"Farooqi, A. and Gillies, C. and Sathanapally, H. and Abner, S. and Seidu, S. and Davies, M. J. and Polonsky, W. H. and Khunti, K.",2022,10.1016/j.pcd.2021.11.019,Icks et al.,2008,Germany,Europe,European Region,T2DM,Not Assisted by Clinician,CES-D,4347,352,3995,0.13,0.14,Medium
"Farooqi, A. and Gillies, C. and Sathanapally, H. and Abner, S. and Seidu, S. and Davies, M. J. and Polonsky, W. H. and Khunti, K.",2022,10.1016/j.pcd.2021.11.020,Jain et al.,2015,India,Asia,South-East Asian Region,T2DM,Assisted by Clinician,PHQ-9,200,100,100,0.53,0.19,Medium
"Farooqi, A. and Gillies, C. and Sathanapally, H. and Abner, S. and Seidu, S. and Davies, M. J. and Polonsky, W. H. and Khunti, K.",2022,10.1016/j.pcd.2021.11.021,Kamrul-Hasan,2019,Bangladesh,Asia,South-East Asian Region,T2DM,Not Assisted by Clinician,PHQ-9,1800,900,900,0.6,0.29,Medium
